case_id,name,age,status
20251030-3172,Suspect 260,24,Suspect
20251030-3172,Suspect 540,32,Suspect
20251030-3178,Suspect 628,32,Wanted
20251030-3178,Suspect 398,41,Wanted
20251030-3179,Suspect 113,55,Wanted
20251030-3180,Suspect 34,56,Wanted
20251030-3180,Suspect 906,40,Wanted
20251030-3181,Suspect 661,65,Person of Interest
20251030-3182,Suspect 235,42,Arrested
20251030-3182,Suspect 943,34,Arrested
20251030-3182,Suspect 145,37,Arrested
20251030-3185,Suspect 913,47,Suspect
20251030-3189,Suspect 797,21,Person of Interest
20251030-3193,Suspect 255,41,Wanted
20251030-3193,Suspect 7,39,Arrested
20251030-3194,Suspect 887,29,Wanted
20251030-3194,Suspect 455,27,Arrested
20251030-3194,Suspect 2,60,Person of Interest
20251030-3196,Suspect 328,28,Person of Interest
20251030-3196,Suspect 935,46,Arrested
20251030-3196,Suspect 642,33,Arrested
20251030-3197,Suspect 869,43,Person of Interest
20251030-3197,Suspect 249,54,Suspect
20251030-3205,Suspect 855,19,Arrested
20251030-3205,Suspect 88,62,Arrested
20251030-3206,Suspect 173,63,Person of Interest
20251030-3206,Suspect 832,51,Arrested
20251030-3213,Suspect 853,22,Wanted
20251030-3213,Suspect 472,48,Wanted
20251030-3213,Suspect 447,61,Suspect
20251030-3217,Suspect 485,48,Arrested
20251030-3220,Suspect 366,25,Person of Interest
20251030-3220,Suspect 889,36,Person of Interest
20251030-3220,Suspect 473,18,Arrested
20251030-3221,Suspect 4,65,Person of Interest
20251030-3223,Suspect 426,51,Arrested
20251030-3223,Suspect 503,24,Suspect
20251030-3223,Suspect 90,21,Person of Interest
20251030-3224,Suspect 570,39,Person of Interest
20251030-3229,Suspect 37,20,Person of Interest
20251030-3229,Suspect 944,27,Wanted
20251030-3230,Suspect 395,64,Suspect
20251030-3235,Suspect 643,31,Suspect
20251030-3236,Suspect 121,46,Person of Interest
20251030-3236,Suspect 518,52,Arrested
20251030-3239,Suspect 37,26,Suspect
20251030-3239,Suspect 825,41,Wanted
20251030-3241,Suspect 730,62,Suspect
20251030-3241,Suspect 485,34,Suspect
20251030-3244,Suspect 110,30,Arrested
20251030-3244,Suspect 252,32,Arrested
20251030-3248,Suspect 933,37,Person of Interest
20251030-3248,Suspect 564,35,Wanted
20251030-3253,Suspect 852,26,Wanted
20251030-3253,Suspect 567,18,Arrested
20251030-3253,Suspect 621,27,Arrested
20251030-3256,Suspect 573,31,Wanted
20251030-3256,Suspect 667,18,Wanted
20251030-3257,Suspect 975,40,Person of Interest
20251030-3257,Suspect 188,19,Wanted
20251030-3257,Suspect 58,40,Arrested
20251030-3258,Suspect 347,65,Wanted
20251030-3260,Suspect 463,49,Suspect
20251030-3260,Suspect 362,50,Suspect
20251030-3265,Suspect 482,51,Wanted
20251030-3266,Suspect 26,43,Suspect
20251030-3266,Suspect 79,38,Arrested
20251030-3266,Suspect 514,22,Arrested
20251030-3267,Suspect 275,33,Arrested
20251030-3269,Suspect 194,25,Arrested
20251030-3269,Suspect 501,18,Suspect
20251030-3269,Suspect 333,25,Person of Interest
20251030-3273,Suspect 579,42,Arrested
20251030-3273,Suspect 56,28,Person of Interest
20251030-3274,Suspect 258,42,Suspect
20251030-3274,Suspect 382,49,Suspect
20251030-3274,Suspect 339,55,Suspect
20251030-3275,Suspect 889,64,Arrested
20251030-3275,Suspect 747,53,Wanted
20251030-3276,Suspect 877,48,Arrested
20251030-3278,Suspect 509,57,Person of Interest
20251030-3279,Suspect 607,59,Person of Interest
20251030-3279,Suspect 546,25,Arrested
20251030-3279,Suspect 817,42,Arrested
20251030-3280,Suspect 642,49,Wanted
20251030-3285,Suspect 533,61,Arrested
20251030-3285,Suspect 990,35,Wanted
20251030-3285,Suspect 99,57,Wanted
20251030-3286,Suspect 479,20,Arrested
20251030-3287,Suspect 872,24,Wanted
20251030-3290,Suspect 61,62,Person of Interest
20251030-3290,Suspect 493,32,Wanted
20251030-3290,Suspect 918,64,Suspect
20251030-3291,Suspect 714,40,Arrested
20251030-3291,Suspect 774,55,Arrested
20251030-3291,Suspect 106,27,Wanted
20251030-3295,Suspect 296,62,Wanted
20251030-3295,Suspect 966,54,Person of Interest
20251030-3296,Suspect 478,50,Suspect
20251030-3297,Suspect 503,50,Suspect
20251030-3297,Suspect 569,62,Person of Interest
20251030-3298,Suspect 973,41,Suspect
20251030-3298,Suspect 703,61,Wanted
20251030-3298,Suspect 683,55,Wanted
20251030-3302,Suspect 286,41,Wanted
20251030-3302,Suspect 332,63,Wanted
20251030-3302,Suspect 463,48,Arrested
20251030-3303,Suspect 981,65,Wanted
20251030-3303,Suspect 461,39,Suspect
20251030-3303,Suspect 450,56,Suspect
20251030-3307,Suspect 705,62,Wanted
20251030-3307,Suspect 630,29,Wanted
20251030-3309,Suspect 47,52,Suspect
20251030-3309,Suspect 718,54,Arrested
20251030-3321,Suspect 835,41,Wanted
20251030-3321,Suspect 760,58,Wanted
20251030-3321,Suspect 475,56,Wanted
20251030-3323,Suspect 201,46,Suspect
20251030-3326,Suspect 592,35,Person of Interest
20251030-3326,Suspect 789,39,Wanted
20251030-3326,Suspect 96,59,Wanted
20251030-3329,Suspect 604,61,Arrested
20251030-3330,Suspect 706,60,Person of Interest
20251030-3330,Suspect 462,64,Person of Interest
20251030-3330,Suspect 472,28,Person of Interest
20251030-3332,Suspect 284,32,Suspect
20251030-3332,Suspect 554,29,Arrested
20251030-3332,Suspect 746,46,Arrested
20251030-3337,Suspect 894,33,Person of Interest
20251030-3337,Suspect 429,61,Arrested
20251030-3337,Suspect 483,52,Person of Interest
20251030-3338,Suspect 361,41,Arrested
20251030-3341,Suspect 52,50,Person of Interest
20251030-3341,Suspect 950,38,Person of Interest
20251030-3341,Suspect 364,61,Arrested
20251030-3344,Suspect 665,59,Arrested
20251030-3344,Suspect 962,19,Wanted
20251030-3345,Suspect 410,38,Person of Interest
20251030-3346,Suspect 941,48,Suspect
20251030-3347,Suspect 559,59,Wanted
20251030-3350,Suspect 528,63,Wanted
20251030-3350,Suspect 95,34,Wanted
20251030-3352,Suspect 223,23,Person of Interest
20251030-3352,Suspect 554,18,Person of Interest
20251030-3352,Suspect 883,48,Wanted
20251030-3354,Suspect 119,35,Arrested
20251030-3354,Suspect 64,65,Suspect
20251030-3355,Suspect 432,64,Suspect
20251030-3355,Suspect 660,23,Arrested
20251030-3357,Suspect 593,26,Arrested
20251030-3357,Suspect 632,49,Wanted
20251030-3359,Suspect 667,57,Suspect
20251030-3359,Suspect 767,47,Wanted
20251030-3362,Suspect 744,48,Person of Interest
20251030-3362,Suspect 771,44,Wanted
20251030-3362,Suspect 868,41,Arrested
20251030-3365,Suspect 265,24,Wanted
20251030-3365,Suspect 444,39,Wanted
20251030-3366,Suspect 81,21,Wanted
20251030-3366,Suspect 679,39,Suspect
20251030-3366,Suspect 93,21,Person of Interest
20251030-3370,Suspect 774,46,Person of Interest
20251030-3370,Suspect 987,64,Person of Interest
20251030-3380,Suspect 64,43,Suspect
20251030-3381,Suspect 816,31,Arrested
20251030-3387,Suspect 336,55,Person of Interest
20251030-3390,Suspect 590,65,Wanted
20251030-3392,Suspect 918,42,Person of Interest
20251030-3392,Suspect 608,18,Arrested
20251030-3400,Suspect 480,58,Arrested
20251030-3400,Suspect 198,39,Wanted
20251030-3400,Suspect 268,34,Wanted
20251030-3402,Suspect 82,23,Wanted
20251030-3402,Suspect 161,29,Arrested
20251030-3404,Suspect 626,51,Person of Interest
20251030-3404,Suspect 328,43,Suspect
20251030-3406,Suspect 664,46,Arrested
20251030-3406,Suspect 541,48,Wanted
20251030-3406,Suspect 677,27,Suspect
20251030-3407,Suspect 778,55,Person of Interest
20251030-3408,Suspect 973,53,Wanted
20251030-3408,Suspect 468,62,Person of Interest
20251030-3412,Suspect 981,57,Wanted
20251030-3412,Suspect 271,53,Suspect
20251030-3412,Suspect 312,49,Arrested
20251030-3413,Suspect 370,29,Person of Interest
20251030-3413,Suspect 173,53,Person of Interest
20251030-3413,Suspect 461,27,Suspect
20251030-3417,Suspect 281,43,Person of Interest
20251030-3422,Suspect 666,27,Suspect
20251030-3422,Suspect 957,60,Person of Interest
20251030-3422,Suspect 185,27,Wanted
20251030-3423,Suspect 176,27,Suspect
20251030-3425,Suspect 800,57,Suspect
20251030-3425,Suspect 859,65,Suspect
20251030-3425,Suspect 506,32,Suspect
20251030-3434,Suspect 368,53,Wanted
20251030-3434,Suspect 874,21,Wanted
20251030-3434,Suspect 867,38,Suspect
20251030-3439,Suspect 380,43,Arrested
20251030-3442,Suspect 62,50,Wanted
20251030-3446,Suspect 608,61,Person of Interest
20251030-3447,Suspect 157,25,Suspect
20251030-3447,Suspect 677,58,Person of Interest
20251030-3449,Suspect 74,41,Person of Interest
20251030-3449,Suspect 282,35,Person of Interest
20251030-3449,Suspect 285,53,Arrested
20251030-3455,Suspect 820,45,Wanted
20251030-3455,Suspect 658,31,Person of Interest
20251030-3455,Suspect 67,64,Arrested
20251030-3458,Suspect 405,20,Wanted
20251030-3458,Suspect 497,56,Wanted
20251030-3458,Suspect 177,63,Person of Interest
20251030-3469,Suspect 905,52,Arrested
20251030-3469,Suspect 919,39,Arrested
20251030-3471,Suspect 812,21,Arrested
20251030-3472,Suspect 174,64,Wanted
20251030-3472,Suspect 712,60,Arrested
20251030-3474,Suspect 144,42,Arrested
20251030-3478,Suspect 508,33,Person of Interest
20251030-3478,Suspect 715,38,Suspect
20251030-3478,Suspect 449,52,Person of Interest
20251030-3480,Suspect 621,43,Wanted
20251030-3482,Suspect 236,51,Person of Interest
20251030-3482,Suspect 444,64,Suspect
20251030-3485,Suspect 966,18,Arrested
20251030-3485,Suspect 515,48,Wanted
20251030-3486,Suspect 394,36,Suspect
20251030-3486,Suspect 176,29,Wanted
20251030-3486,Suspect 456,39,Arrested
20251030-3489,Suspect 670,30,Person of Interest
20251030-3489,Suspect 456,43,Arrested
20251030-3491,Suspect 934,46,Person of Interest
20251030-3492,Suspect 913,62,Suspect
20251030-3493,Suspect 691,21,Arrested
20251030-3493,Suspect 735,33,Wanted
20251030-3493,Suspect 271,47,Arrested
20251030-3496,Suspect 47,47,Arrested
20251030-3496,Suspect 593,58,Arrested
20251030-3496,Suspect 847,50,Arrested
20251030-3497,Suspect 907,23,Arrested
20251030-3498,Suspect 150,45,Person of Interest
20251030-3499,Suspect 769,23,Wanted
20251030-3499,Suspect 475,26,Person of Interest
20251030-3503,Suspect 210,32,Wanted
20251030-3504,Suspect 167,64,Suspect
20251030-3506,Suspect 173,50,Person of Interest
20251030-3506,Suspect 553,40,Wanted
20251030-3506,Suspect 631,56,Suspect
20251030-3507,Suspect 794,45,Person of Interest
20251030-3507,Suspect 207,39,Arrested
20251030-3511,Suspect 286,20,Person of Interest
20251030-3511,Suspect 454,53,Arrested
20251030-3511,Suspect 168,39,Person of Interest
20251030-3512,Suspect 689,51,Person of Interest
20251030-3512,Suspect 791,41,Wanted
20251030-3518,Suspect 943,65,Arrested
20251030-3520,Suspect 172,30,Wanted
20251030-3521,Suspect 475,27,Wanted
20251030-3522,Suspect 919,33,Wanted
20251030-3522,Suspect 146,54,Arrested
20251030-3522,Suspect 976,62,Suspect
20251030-3524,Suspect 509,27,Person of Interest
20251030-3525,Suspect 499,63,Person of Interest
20251030-3525,Suspect 622,52,Person of Interest
20251030-3525,Suspect 925,51,Arrested
20251030-3528,Suspect 973,18,Arrested
20251030-3528,Suspect 252,55,Person of Interest
20251030-3529,Suspect 594,55,Person of Interest
20251030-3529,Suspect 56,61,Wanted
20251030-3530,Suspect 696,59,Arrested
20251030-3530,Suspect 62,20,Person of Interest
20251030-3532,Suspect 283,59,Arrested
20251030-3532,Suspect 495,25,Suspect
20251030-3532,Suspect 901,21,Wanted
20251030-3535,Suspect 395,49,Suspect
20251030-3541,Suspect 3,36,Arrested
20251030-3541,Suspect 915,50,Wanted
20251030-3549,Suspect 205,20,Suspect
20251030-3552,Suspect 118,20,Suspect
20251030-3552,Suspect 615,41,Wanted
20251030-3553,Suspect 30,42,Suspect
20251030-3554,Suspect 241,64,Person of Interest
20251030-3554,Suspect 865,33,Wanted
20251030-3554,Suspect 65,62,Person of Interest
20251030-3555,Suspect 133,24,Suspect
20251030-3555,Suspect 718,63,Person of Interest
20251030-3555,Suspect 879,50,Person of Interest
20251030-3560,Suspect 85,34,Person of Interest
20251030-3560,Suspect 749,25,Suspect
20251030-3560,Suspect 375,52,Arrested
20251030-3564,Suspect 258,65,Wanted
20251030-3564,Suspect 557,34,Arrested
20251030-3564,Suspect 497,65,Wanted
20251030-3575,Suspect 277,53,Person of Interest
20251030-3575,Suspect 832,53,Suspect
20251030-3577,Suspect 678,21,Suspect
20251030-3577,Suspect 834,19,Person of Interest
20251030-3579,Suspect 410,41,Arrested
20251030-3579,Suspect 736,58,Wanted
20251030-3580,Suspect 428,46,Person of Interest
20251030-3580,Suspect 439,65,Suspect
20251030-3580,Suspect 480,48,Person of Interest
20251030-3582,Suspect 923,65,Arrested
20251030-3582,Suspect 706,45,Person of Interest
20251030-3582,Suspect 848,25,Wanted
20251030-3584,Suspect 468,63,Suspect
20251030-3584,Suspect 239,27,Arrested
20251030-3584,Suspect 330,55,Arrested
20251030-3585,Suspect 550,26,Wanted
20251030-3586,Suspect 241,49,Wanted
20251030-3587,Suspect 524,60,Person of Interest
20251030-3587,Suspect 394,22,Person of Interest
20251030-3587,Suspect 416,48,Suspect
20251030-3591,Suspect 844,26,Suspect
20251030-3591,Suspect 333,18,Suspect
20251030-3591,Suspect 844,60,Person of Interest
20251030-3592,Suspect 477,64,Arrested
20251030-3592,Suspect 389,45,Arrested
20251030-3593,Suspect 504,64,Suspect
20251030-3593,Suspect 300,63,Person of Interest
20251030-3593,Suspect 327,38,Wanted
20251030-3597,Suspect 961,35,Suspect
20251030-3598,Suspect 119,48,Wanted
20251030-3601,Suspect 258,22,Wanted
20251030-3601,Suspect 805,40,Suspect
20251030-3605,Suspect 565,50,Suspect
20251030-3605,Suspect 145,20,Arrested
20251030-3605,Suspect 496,32,Wanted
20251030-3607,Suspect 995,49,Person of Interest
20251030-3608,Suspect 555,52,Wanted
20251030-3608,Suspect 967,21,Wanted
20251030-3610,Suspect 353,59,Suspect
20251030-3615,Suspect 677,56,Arrested
20251030-3615,Suspect 238,49,Suspect
20251030-3615,Suspect 415,39,Suspect
20251030-3616,Suspect 615,58,Person of Interest
20251030-3616,Suspect 933,23,Suspect
20251030-3619,Suspect 420,25,Wanted
20251030-3619,Suspect 14,20,Arrested
20251030-3619,Suspect 387,26,Wanted
20251030-3620,Suspect 412,21,Suspect
20251030-3620,Suspect 638,56,Person of Interest
20251030-3620,Suspect 789,25,Suspect
20251030-3622,Suspect 788,18,Arrested
20251030-3625,Suspect 322,19,Suspect
20251030-3625,Suspect 99,44,Suspect
20251030-3626,Suspect 163,42,Wanted
20251030-3628,Suspect 127,43,Arrested
20251030-3628,Suspect 199,35,Wanted
20251030-3630,Suspect 405,50,Suspect
20251030-3630,Suspect 241,19,Suspect
20251030-3631,Suspect 623,50,Suspect
20251030-3631,Suspect 404,20,Wanted
20251030-3633,Suspect 525,49,Person of Interest
20251030-3633,Suspect 820,51,Arrested
20251030-3634,Suspect 444,53,Person of Interest
20251030-3637,Suspect 363,58,Person of Interest
20251030-3637,Suspect 8,34,Wanted
20251030-3637,Suspect 274,34,Arrested
20251030-3639,Suspect 989,59,Arrested
20251030-3639,Suspect 14,58,Suspect
20251030-3640,Suspect 633,33,Person of Interest
20251030-3645,Suspect 899,27,Suspect
20251030-3645,Suspect 335,40,Arrested
20251030-3645,Suspect 708,18,Arrested
20251030-3648,Suspect 995,26,Wanted
20251030-3648,Suspect 499,34,Suspect
20251030-3649,Suspect 86,58,Arrested
20251030-3649,Suspect 590,56,Arrested
20251030-3649,Suspect 687,45,Suspect
20251030-3651,Suspect 870,27,Suspect
20251030-3651,Suspect 350,42,Wanted
20251030-3651,Suspect 935,51,Wanted
20251030-3653,Suspect 624,22,Suspect
20251030-3655,Suspect 453,42,Person of Interest
20251030-3655,Suspect 992,31,Suspect
20251030-3656,Suspect 835,46,Person of Interest
20251030-3657,Suspect 842,54,Arrested
20251030-3657,Suspect 128,64,Person of Interest
20251030-3657,Suspect 164,52,Person of Interest
20251030-3660,Suspect 655,33,Suspect
20251030-3663,Suspect 814,30,Arrested
20251030-3663,Suspect 15,47,Person of Interest
20251030-3664,Suspect 754,30,Person of Interest
20251030-3664,Suspect 515,61,Arrested
20251030-3664,Suspect 253,47,Person of Interest
20251030-3667,Suspect 762,32,Person of Interest
20251030-3672,Suspect 425,63,Person of Interest
20251030-3672,Suspect 252,36,Person of Interest
20251030-3673,Suspect 33,38,Arrested
20251030-3674,Suspect 162,45,Person of Interest
20251030-3674,Suspect 447,32,Suspect
20251030-3674,Suspect 272,45,Suspect
20251030-3676,Suspect 513,24,Arrested
20251030-3677,Suspect 422,20,Person of Interest
20251030-3688,Suspect 282,18,Wanted
20251030-3689,Suspect 180,42,Arrested
20251030-3689,Suspect 912,55,Arrested
20251030-3689,Suspect 857,45,Arrested
20251030-3696,Suspect 414,65,Person of Interest
20251030-3696,Suspect 898,47,Suspect
20251030-3696,Suspect 987,32,Wanted
20251030-3702,Suspect 901,53,Arrested
20251030-3702,Suspect 698,34,Person of Interest
20251030-3702,Suspect 106,50,Suspect
20251030-3703,Suspect 527,58,Person of Interest
20251030-3703,Suspect 595,65,Arrested
20251030-3710,Suspect 821,38,Wanted
20251030-3715,Suspect 82,45,Wanted
20251030-3715,Suspect 161,20,Person of Interest
20251030-3716,Suspect 16,47,Arrested
20251030-3716,Suspect 403,41,Suspect
20251030-3716,Suspect 568,48,Person of Interest
20251030-3717,Suspect 137,38,Wanted
20251030-3718,Suspect 227,59,Arrested
20251030-3718,Suspect 547,31,Wanted
20251030-3720,Suspect 303,64,Wanted
20251030-3720,Suspect 729,20,Person of Interest
20251030-3720,Suspect 904,57,Person of Interest
20251030-3721,Suspect 351,27,Person of Interest
20251030-3721,Suspect 2,64,Arrested
20251030-3721,Suspect 813,54,Suspect
20251030-3727,Suspect 904,30,Person of Interest
20251030-3727,Suspect 409,43,Person of Interest
20251030-3727,Suspect 597,59,Person of Interest
20251030-3730,Suspect 793,49,Arrested
20251030-3730,Suspect 542,45,Wanted
20251030-3730,Suspect 835,45,Person of Interest
20251030-3732,Suspect 975,62,Suspect
20251030-3733,Suspect 933,39,Wanted
20251030-3733,Suspect 607,44,Suspect
20251030-3733,Suspect 199,57,Arrested
20251030-3735,Suspect 481,28,Person of Interest
20251030-3738,Suspect 251,55,Suspect
20251030-3740,Suspect 823,58,Person of Interest
20251030-3740,Suspect 52,30,Wanted
20251030-3740,Suspect 402,35,Wanted
20251030-3741,Suspect 12,19,Wanted
20251030-3741,Suspect 43,60,Wanted
20251030-3745,Suspect 699,44,Person of Interest
20251030-3745,Suspect 386,40,Person of Interest
20251030-3745,Suspect 220,32,Wanted
20251030-3748,Suspect 791,56,Person of Interest
20251030-3748,Suspect 508,50,Suspect
20251030-3750,Suspect 191,45,Arrested
20251030-3750,Suspect 155,62,Wanted
20251030-3750,Suspect 152,45,Suspect
20251030-3751,Suspect 147,27,Suspect
20251030-3751,Suspect 132,38,Arrested
20251030-3751,Suspect 410,36,Arrested
20251030-3755,Suspect 825,59,Person of Interest
20251030-3756,Suspect 940,20,Arrested
20251030-3756,Suspect 837,52,Arrested
20251030-3756,Suspect 876,26,Wanted
20251030-3758,Suspect 444,55,Arrested
20251030-3758,Suspect 166,58,Arrested
20251030-3758,Suspect 79,53,Person of Interest
20251030-3759,Suspect 537,55,Suspect
20251030-3760,Suspect 698,32,Wanted
20251030-3760,Suspect 391,44,Wanted
20251030-3760,Suspect 721,36,Wanted
20251030-3763,Suspect 850,56,Arrested
20251030-3765,Suspect 894,54,Wanted
20251030-3765,Suspect 339,46,Person of Interest
20251030-3765,Suspect 520,41,Suspect
20251030-3767,Suspect 566,53,Suspect
20251030-3767,Suspect 917,25,Arrested
20251030-3770,Suspect 787,47,Arrested
20251030-3773,Suspect 933,65,Suspect
20251030-3773,Suspect 263,52,Arrested
20251030-3774,Suspect 840,29,Person of Interest
20251030-3774,Suspect 690,48,Suspect
20251030-3774,Suspect 614,61,Wanted
20251030-3777,Suspect 688,36,Suspect
20251030-3777,Suspect 146,44,Suspect
20251030-3779,Suspect 998,20,Suspect
20251030-3779,Suspect 545,25,Arrested
20251030-3779,Suspect 518,18,Wanted
20251030-3784,Suspect 185,32,Arrested
20251030-3784,Suspect 590,63,Arrested
20251030-3784,Suspect 206,42,Person of Interest
20251030-3792,Suspect 586,23,Arrested
20251030-3793,Suspect 434,41,Suspect
20251030-3793,Suspect 29,53,Wanted
20251030-3794,Suspect 817,56,Wanted
20251030-3794,Suspect 732,24,Person of Interest
20251030-3794,Suspect 394,22,Arrested
20251030-3796,Suspect 125,60,Wanted
20251030-3797,Suspect 167,58,Person of Interest
20251030-3797,Suspect 882,36,Suspect
20251030-3797,Suspect 572,21,Person of Interest
20251030-3798,Suspect 637,21,Person of Interest
20251030-3798,Suspect 864,63,Arrested
20251030-3803,Suspect 512,37,Suspect
20251030-3803,Suspect 711,37,Arrested
20251030-3806,Suspect 367,39,Person of Interest
20251030-3806,Suspect 51,37,Person of Interest
20251030-3809,Suspect 335,35,Wanted
20251030-3809,Suspect 772,22,Person of Interest
20251030-3810,Suspect 593,52,Arrested
20251030-3810,Suspect 947,61,Wanted
20251030-3812,Suspect 781,21,Suspect
20251030-3812,Suspect 265,63,Arrested
20251030-3812,Suspect 316,58,Suspect
20251030-3815,Suspect 738,34,Person of Interest
20251030-3821,Suspect 720,54,Person of Interest
20251030-3821,Suspect 395,44,Arrested
20251030-3825,Suspect 18,54,Suspect
20251030-3825,Suspect 555,18,Person of Interest
20251030-3825,Suspect 988,62,Person of Interest
20251030-3826,Suspect 877,52,Person of Interest
20251030-3826,Suspect 367,57,Wanted
20251030-3826,Suspect 744,25,Wanted
20251030-3827,Suspect 125,50,Person of Interest
20251030-3827,Suspect 90,34,Suspect
20251030-3827,Suspect 239,20,Person of Interest
20251030-3828,Suspect 76,41,Suspect
20251030-3828,Suspect 786,31,Suspect
20251030-3829,Suspect 486,32,Suspect
20251030-3829,Suspect 516,42,Person of Interest
20251030-3829,Suspect 992,61,Arrested
20251030-3832,Suspect 642,21,Arrested
20251030-3834,Suspect 698,56,Person of Interest
20251030-3835,Suspect 118,28,Wanted
20251030-3836,Suspect 680,30,Arrested
20251030-3837,Suspect 747,38,Wanted
20251030-3837,Suspect 766,31,Suspect
20251030-3837,Suspect 894,26,Arrested
20251030-3838,Suspect 327,54,Suspect
20251030-3838,Suspect 28,30,Wanted
20251030-3838,Suspect 619,43,Person of Interest
20251030-3840,Suspect 435,31,Person of Interest
20251030-3840,Suspect 657,62,Suspect
20251030-3843,Suspect 332,46,Wanted
20251030-3844,Suspect 846,22,Suspect
20251030-3844,Suspect 466,56,Arrested
20251030-3844,Suspect 258,27,Wanted
20251030-3845,Suspect 548,42,Arrested
20251030-3846,Suspect 713,56,Arrested
20251030-3846,Suspect 264,33,Person of Interest
20251030-3847,Suspect 863,64,Arrested
20251030-3847,Suspect 229,39,Arrested
20251030-3849,Suspect 896,39,Person of Interest
20251030-3849,Suspect 428,49,Wanted
20251030-3849,Suspect 66,41,Arrested
20251030-3851,Suspect 718,57,Wanted
20251030-3851,Suspect 719,52,Person of Interest
20251030-3852,Suspect 902,57,Wanted
20251030-3852,Suspect 105,36,Person of Interest
20251030-3854,Suspect 722,28,Suspect
20251030-3855,Suspect 445,59,Suspect
20251030-3855,Suspect 712,38,Person of Interest
20251030-3855,Suspect 98,53,Suspect
20251030-3858,Suspect 108,58,Wanted
20251030-3860,Suspect 21,54,Arrested
20251030-3860,Suspect 306,53,Arrested
20251030-3860,Suspect 632,54,Suspect
20251030-3861,Suspect 267,44,Suspect
20251030-3861,Suspect 28,26,Person of Interest
20251030-3861,Suspect 2,32,Arrested
20251030-3862,Suspect 360,36,Suspect
20251030-3862,Suspect 788,63,Person of Interest
20251030-3862,Suspect 402,51,Arrested
20251030-3863,Suspect 876,33,Wanted
20251030-3865,Suspect 913,40,Arrested
20251030-3865,Suspect 66,23,Wanted
20251030-3867,Suspect 413,53,Person of Interest
20251030-3867,Suspect 240,52,Wanted
20251030-3868,Suspect 522,27,Arrested
20251030-3870,Suspect 882,32,Arrested
20251030-3870,Suspect 467,31,Arrested
20251030-3871,Suspect 348,28,Wanted
20251030-3871,Suspect 564,27,Person of Interest
20251030-3871,Suspect 9,20,Arrested
20251030-3875,Suspect 735,51,Wanted
20251030-3875,Suspect 795,38,Suspect
20251030-3879,Suspect 645,64,Person of Interest
20251030-3879,Suspect 507,64,Arrested
20251030-3880,Suspect 715,40,Suspect
20251030-3880,Suspect 347,34,Arrested
20251030-3881,Suspect 373,57,Person of Interest
20251030-3881,Suspect 860,61,Suspect
20251030-3886,Suspect 436,41,Arrested
20251030-3886,Suspect 548,56,Person of Interest
20251030-3886,Suspect 712,65,Person of Interest
20251030-3887,Suspect 47,42,Arrested
20251030-3896,Suspect 32,36,Wanted
20251030-3896,Suspect 506,36,Wanted
20251030-3896,Suspect 834,20,Wanted
20251030-3898,Suspect 787,46,Person of Interest
20251030-3898,Suspect 280,22,Suspect
20251030-3898,Suspect 285,35,Person of Interest
20251030-3900,Suspect 638,58,Suspect
20251030-3900,Suspect 604,31,Suspect
20251030-3900,Suspect 943,33,Suspect
20251030-3902,Suspect 569,54,Arrested
20251030-3902,Suspect 491,37,Arrested
20251030-3902,Suspect 976,52,Wanted
20251030-3904,Suspect 653,28,Wanted
20251030-3909,Suspect 234,65,Person of Interest
20251030-3910,Suspect 682,24,Person of Interest
20251030-3910,Suspect 627,64,Suspect
20251030-3910,Suspect 53,61,Arrested
20251030-3911,Suspect 269,34,Arrested
20251030-3911,Suspect 806,50,Person of Interest
20251030-3912,Suspect 490,59,Suspect
20251030-3912,Suspect 886,40,Suspect
20251030-3912,Suspect 525,37,Arrested
20251030-3914,Suspect 473,35,Suspect
20251030-3914,Suspect 468,63,Wanted
20251030-3914,Suspect 622,64,Person of Interest
20251030-3920,Suspect 634,57,Arrested
20251030-3920,Suspect 631,32,Wanted
20251030-3924,Suspect 276,33,Person of Interest
20251030-3924,Suspect 835,64,Wanted
20251030-3927,Suspect 243,23,Wanted
20251030-3928,Suspect 797,33,Arrested
20251030-3928,Suspect 556,60,Person of Interest
20251030-3930,Suspect 576,40,Arrested
20251030-3930,Suspect 573,45,Wanted
20251030-3931,Suspect 506,27,Suspect
20251030-3931,Suspect 1,64,Arrested
20251030-3934,Suspect 714,40,Arrested
20251030-3934,Suspect 539,36,Suspect
20251030-3934,Suspect 450,37,Person of Interest
20251030-3937,Suspect 257,36,Wanted
20251030-3937,Suspect 562,47,Suspect
20251030-3940,Suspect 735,25,Suspect
20251030-3940,Suspect 840,23,Wanted
20251030-3941,Suspect 35,56,Suspect
20251030-3941,Suspect 386,32,Suspect
20251030-3941,Suspect 156,41,Wanted
20251030-3942,Suspect 196,64,Arrested
20251030-3942,Suspect 488,23,Wanted
20251030-3942,Suspect 208,34,Wanted
20251030-3943,Suspect 329,40,Person of Interest
20251030-3946,Suspect 509,65,Suspect
20251030-3946,Suspect 38,19,Person of Interest
20251030-3948,Suspect 662,33,Wanted
20251030-3948,Suspect 304,43,Arrested
20251030-3948,Suspect 407,33,Arrested
20251030-3951,Suspect 741,21,Wanted
20251030-3951,Suspect 399,39,Person of Interest
20251030-3951,Suspect 402,22,Suspect
20251030-3952,Suspect 120,28,Arrested
20251030-3954,Suspect 262,23,Person of Interest
20251030-3954,Suspect 291,31,Suspect
20251030-3957,Suspect 719,42,Arrested
20251030-3957,Suspect 393,43,Suspect
